"exposureName","conditionClass","milConflictCode","exposureValue","hasConditionClass","Freq","Percent","splitGroup"
"Sand/Dust","Genitourinary System Diseases","ODSS",NA,NA,26,29.2,"Last Third"
"Sand/Dust","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,9,5.44,"Last Third"
"Sand/Dust","Genitourinary System Diseases","ODSS",NA,NA,1,2.22,"First Third"
"Sand/Dust","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,59,72.38,"First Third"
"Sand/Dust","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,6,17.21,"Last Third"
"Sand/Dust","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,18,9.13,"First Third"
"Sand/Dust","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,6,5.57,"First Third"
"Sand/Dust","Heatstroke and Sunstroke","ODSS",NA,NA,66,65.37,"Last Third"
"Sand/Dust","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,17,13.1,"First Third"
"Sand/Dust","Heatstroke and Sunstroke","ODSS",NA,NA,8,15.84,"First Third"
"Sand/Dust","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,5,12.6,"First Third"
"Sand/Dust","Heatstroke and Sunstroke","ODSS",NA,NA,55,69.03,"First Third"
"Sand/Dust","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,9,16.67,"First Third"
"Sand/Dust","Hematological Conditions","OIF/OEF/OND",NA,NA,9,18.7,"Last Third"
"Sand/Dust","Hematological Conditions","OIF/OEF/OND",NA,NA,3,0.86,"First Third"
"Sand/Dust","Hematological Conditions","OIF/OEF/OND",NA,NA,79,79.8,"First Third"
"Sand/Dust","Hematological Conditions","ODSS",NA,NA,12,7.04,"Last Third"
"Sand/Dust","Hematological Conditions","ODSS",NA,NA,9,14.41,"Second Third"
"Sand/Dust","Hematological Conditions","OIF/OEF/OND",NA,NA,66,75.77,"Second Third"
"Sand/Dust","Hematological Conditions","ODSS",NA,NA,4,5.95,"Last Third"
"Sand/Dust","Immune System Disorders","ODSS",NA,NA,3,10.83,"First Third"
"Sand/Dust","Immune System Disorders","OIF/OEF/OND",NA,NA,13,7.53,"Last Third"
"Sand/Dust","Immune System Disorders","ODSS",NA,NA,40,37.04,"First Third"
"Sand/Dust","Immune System Disorders","OIF/OEF/OND",NA,NA,45,45.36,"Second Third"
"Sand/Dust","Immune System Disorders","ODSS",NA,NA,4,9.22,"First Third"
"Sand/Dust","Immune System Disorders","OIF/OEF/OND",NA,NA,9,5.15,"First Third"
"Sand/Dust","Immune System Disorders","ODSS",NA,NA,29,31.01,"Last Third"
"Sand/Dust","Immune System Disorders","OIF/OEF/OND",NA,NA,33,43.25,"Last Third"
"Sand/Dust","Infectious Conditions","ODSS",NA,NA,5,14.01,"First Third"
"Sand/Dust","Infectious Conditions","ODSS",NA,NA,3,3.68,"Last Third"
"Sand/Dust","Infectious Conditions","ODSS",NA,NA,54,51.78,"Second Third"
"Sand/Dust","Infectious Conditions","OIF/OEF/OND",NA,NA,27,29.16,"Last Third"
"Sand/Dust","Infectious Conditions","OIF/OEF/OND",NA,NA,6,15.78,"Last Third"
"Sand/Dust","Infectious Conditions","ODSS",NA,NA,5,6.86,"First Third"
"Sand/Dust","Infectious Conditions","OIF/OEF/OND",NA,NA,42,51.7,"First Third"
"Sand/Dust","Infectious Conditions","ODSS",NA,NA,29,29.91,"Last Third"
"Sand/Dust","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,0,5.05,"Last Third"
"Sand/Dust","Musculoskeletal Conditions","ODSS",NA,NA,15,8,"Second Third"
"Sand/Dust","Musculoskeletal Conditions","ODSS",NA,NA,7,5.96,"Second Third"
"Sand/Dust","Musculoskeletal Conditions","ODSS",NA,NA,79,75.85,"Second Third"
"Sand/Dust","Musculoskeletal Conditions","ODSS",NA,NA,2,0.47,"Last Third"
"Sand/Dust","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,16,17.24,"First Third"
"Sand/Dust","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,13,19.2,"First Third"
"Sand/Dust","Musculoskeletal Conditions","ODSS",NA,NA,54,68.28,"Last Third"
"Sand/Dust","Neoplasms","OIF/OEF/OND",NA,NA,17,17.38,"Last Third"
"Sand/Dust","Neoplasms","ODSS",NA,NA,3,7.74,"Last Third"
"Sand/Dust","Neoplasms","OIF/OEF/OND",NA,NA,77,66.24,"Second Third"
"Sand/Dust","Neoplasms","ODSS",NA,NA,11,18.82,"Last Third"
"Sand/Dust","Neoplasms","ODSS",NA,NA,9,10.85,"First Third"
"Sand/Dust","Neoplasms","OIF/OEF/OND",NA,NA,5,2.09,"First Third"
"Sand/Dust","Neoplasms","ODSS",NA,NA,59,74.35,"First Third"
"Sand/Dust","Neoplasms","ODSS",NA,NA,6,7.33,"First Third"
"Sand/Dust","Neurological Conditions","ODSS",NA,NA,3,4.1,"First Third"
"Sand/Dust","Neurological Conditions","ODSS",NA,NA,18,18.5,"Last Third"
"Sand/Dust","Neurological Conditions","ODSS",NA,NA,10,9.96,"Last Third"
"Sand/Dust","Neurological Conditions","OIF/OEF/OND",NA,NA,72,73.02,"Second Third"
"Sand/Dust","Neurological Conditions","OIF/OEF/OND",NA,NA,0,0.99,"First Third"
"Sand/Dust","Neurological Conditions","ODSS",NA,NA,13,10.22,"Last Third"
"Sand/Dust","Neurological Conditions","OIF/OEF/OND",NA,NA,15,12.61,"Last Third"
"Sand/Dust","Neurological Conditions","OIF/OEF/OND",NA,NA,61,62.31,"First Third"
"Sand/Dust","Nutritional and Metabolic Diseases","ODSS",NA,NA,16,19.4,"First Third"
"Sand/Dust","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,5,3.14,"Last Third"
"Sand/Dust","Nutritional and Metabolic Diseases","ODSS",NA,NA,87,82.04,"First Third"
"Sand/Dust","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,5,2.65,"First Third"
"Sand/Dust","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,15,19.07,"Second Third"
"Sand/Dust","Nutritional and Metabolic Diseases","ODSS",NA,NA,65,87.4,"First Third"
"Sand/Dust","Nutritional and Metabolic Diseases","ODSS",NA,NA,1,4.87,"Second Third"
"Sand/Dust","Psychiatric Conditions","ODSS",NA,NA,3,3.03,"Second Third"
"Sand/Dust","Psychiatric Conditions","OIF/OEF/OND",NA,NA,18,9.69,"Last Third"
"Sand/Dust","Psychiatric Conditions","ODSS",NA,NA,12,11.34,"Second Third"
"Sand/Dust","Psychiatric Conditions","ODSS",NA,NA,71,72.29,"Last Third"
"Sand/Dust","Psychiatric Conditions","OIF/OEF/OND",NA,NA,5,3.62,"Second Third"
"Sand/Dust","Psychiatric Conditions","OIF/OEF/OND",NA,NA,11,7.33,"First Third"
"Sand/Dust","Psychiatric Conditions","OIF/OEF/OND",NA,NA,9,11.48,"First Third"
"Sand/Dust","Psychiatric Conditions","ODSS",NA,NA,58,63.5,"First Third"
"Sand/Dust","Respiratory Conditions","OIF/OEF/OND",NA,NA,13,10.34,"Last Third"
"Sand/Dust","Respiratory Conditions","ODSS",NA,NA,12,10.72,"Second Third"
"Sand/Dust","Respiratory Conditions","ODSS",NA,NA,48,41.39,"First Third"
"Sand/Dust","Respiratory Conditions","ODSS",NA,NA,41,39.86,"Last Third"
"Sand/Dust","Respiratory Conditions","OIF/OEF/OND",NA,NA,6,2.2,"First Third"
"Sand/Dust","Respiratory Conditions","ODSS",NA,NA,10,8.89,"First Third"
"Sand/Dust","Respiratory Conditions","OIF/OEF/OND",NA,NA,30,45.53,"Last Third"
"Sand/Dust","Respiratory Conditions","ODSS",NA,NA,33,35.16,"First Third"
"Sand/Dust","Sensory Organ Disease","ODSS",NA,NA,3,10.74,"Last Third"
"Sand/Dust","Sensory Organ Disease","OIF/OEF/OND",NA,NA,8,6.82,"Second Third"
"Sand/Dust","Sensory Organ Disease","ODSS",NA,NA,40,38.21,"Second Third"
"Sand/Dust","Sensory Organ Disease","ODSS",NA,NA,42,52.65,"First Third"
"Sand/Dust","Sensory Organ Disease","ODSS",NA,NA,1,5.13,"Last Third"
"Sand/Dust","Sensory Organ Disease","ODSS",NA,NA,10,7.91,"Last Third"
"Sand/Dust","Sensory Organ Disease","OIF/OEF/OND",NA,NA,38,37.33,"First Third"
"Sand/Dust","Sensory Organ Disease","ODSS",NA,NA,33,38.12,"Last Third"
"Sand/Dust","Substance Abuse Disorders","ODSS",NA,NA,12,15.71,"First Third"
"Sand/Dust","Substance Abuse Disorders","ODSS",NA,NA,76,60.87,"Last Third"
"Sand/Dust","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,17,9.69,"First Third"
"Sand/Dust","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,9,14.88,"Second Third"
"Sand/Dust","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,58,70.26,"Second Third"
"Sand/Dust","Substance Abuse Disorders","ODSS",NA,NA,10,4.01,"Second Third"
"Tent Heater Smoke","Cardiovascular Conditions","ODSS",NA,NA,12,12.73,"First Third"
"Tent Heater Smoke","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,36,41.72,"First Third"
"Tent Heater Smoke","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,8,5.66,"First Third"
"Tent Heater Smoke","Cardiovascular Conditions","ODSS",NA,NA,35,24.77,"Last Third"
"Tent Heater Smoke","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,24,22.33,"Second Third"
"Tent Heater Smoke","Cardiovascular Conditions","ODSS",NA,NA,24,32.53,"Last Third"
"Tent Heater Smoke","Cardiovascular Conditions","ODSS",NA,NA,9,13.69,"Last Third"
"Tent Heater Smoke","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,14,14.43,"Second Third"
"Tent Heater Smoke","Chronic Multisymptom Disorder","ODSS",NA,NA,31,30.49,"Last Third"
"Tent Heater Smoke","Chronic Multisymptom Disorder","ODSS",NA,NA,28,26.71,"Second Third"
"Tent Heater Smoke","Chronic Multisymptom Disorder","ODSS",NA,NA,16,17.88,"Last Third"
"Tent Heater Smoke","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,16,19.62,"Second Third"
"Tent Heater Smoke","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,37,46.28,"First Third"
"Tent Heater Smoke","Chronic Multisymptom Disorder","ODSS",NA,NA,8,16.93,"Last Third"
"Tent Heater Smoke","Chronic Multisymptom Disorder","ODSS",NA,NA,17,28.26,"Last Third"
"Tent Heater Smoke","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,10,17.02,"Second Third"
"Tent Heater Smoke","Dermatological Conditions","OIF/OEF/OND",NA,NA,51,53.97,"Last Third"
"Tent Heater Smoke","Dermatological Conditions","ODSS",NA,NA,5,7.99,"First Third"
"Tent Heater Smoke","Dermatological Conditions","ODSS",NA,NA,37,40.32,"First Third"
"Tent Heater Smoke","Dermatological Conditions","ODSS",NA,NA,1,11.75,"Second Third"
"Tent Heater Smoke","Dermatological Conditions","OIF/OEF/OND",NA,NA,40,59.62,"Second Third"
"Tent Heater Smoke","Dermatological Conditions","OIF/OEF/OND",NA,NA,2,3.96,"Last Third"
"Tent Heater Smoke","Dermatological Conditions","OIF/OEF/OND",NA,NA,22,27.84,"Second Third"
"Tent Heater Smoke","Dermatological Conditions","ODSS",NA,NA,7,3.28,"First Third"
"Tent Heater Smoke","Endocrine Disorders","OIF/OEF/OND",NA,NA,45,41.23,"First Third"
"Tent Heater Smoke","Endocrine Disorders","ODSS",NA,NA,20,14.76,"Second Third"
"Tent Heater Smoke","Endocrine Disorders","OIF/OEF/OND",NA,NA,31,29.94,"Last Third"
"Tent Heater Smoke","Endocrine Disorders","ODSS",NA,NA,15,12.69,"Last Third"
"Tent Heater Smoke","Endocrine Disorders","ODSS",NA,NA,42,57.05,"Second Third"
"Tent Heater Smoke","Endocrine Disorders","OIF/OEF/OND",NA,NA,6,6.02,"Second Third"
"Tent Heater Smoke","Endocrine Disorders","OIF/OEF/OND",NA,NA,23,27.29,"Last Third"
"Tent Heater Smoke","Endocrine Disorders","OIF/OEF/OND",NA,NA,4,6.43,"Last Third"
"Tent Heater Smoke","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,18,31.29,"Last Third"
"Tent Heater Smoke","Gastrointestinal Conditions","ODSS",NA,NA,30,36.62,"First Third"
"Tent Heater Smoke","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,13,9.29,"Last Third"
"Tent Heater Smoke","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,28,28.11,"Second Third"
"Tent Heater Smoke","Gastrointestinal Conditions","ODSS",NA,NA,17,33.05,"Last Third"
"Tent Heater Smoke","Gastrointestinal Conditions","ODSS",NA,NA,23,36.88,"First Third"
"Tent Heater Smoke","Gastrointestinal Conditions","ODSS",NA,NA,16,14,"First Third"
"Tent Heater Smoke","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,17,22.41,"Second Third"
"Tent Heater Smoke","Genitourinary System Diseases","ODSS",NA,NA,46,42.21,"First Third"
"Tent Heater Smoke","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,14,7.03,"First Third"
"Tent Heater Smoke","Genitourinary System Diseases","ODSS",NA,NA,33,37.35,"Second Third"
"Tent Heater Smoke","Genitourinary System Diseases","ODSS",NA,NA,8,5.85,"First Third"
"Tent Heater Smoke","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,44,56.01,"Second Third"
"Tent Heater Smoke","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,9,10.36,"Last Third"
"Tent Heater Smoke","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,23,29.07,"First Third"
"Tent Heater Smoke","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,3,0.32,"Second Third"
"Tent Heater Smoke","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,47,42.96,"Second Third"
"Tent Heater Smoke","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,11,12.62,"Second Third"
"Tent Heater Smoke","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,31,34.64,"First Third"
"Tent Heater Smoke","Heatstroke and Sunstroke","ODSS",NA,NA,7,15.98,"Last Third"
"Tent Heater Smoke","Heatstroke and Sunstroke","ODSS",NA,NA,41,56.28,"Last Third"
"Tent Heater Smoke","Heatstroke and Sunstroke","ODSS",NA,NA,10,13.54,"First Third"
"Tent Heater Smoke","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,21,22.41,"First Third"
"Tent Heater Smoke","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,11,15.88,"First Third"
"Tent Heater Smoke","Hematological Conditions","ODSS",NA,NA,42,49.79,"Second Third"
"Tent Heater Smoke","Hematological Conditions","OIF/OEF/OND",NA,NA,6,8.11,"First Third"
"Tent Heater Smoke","Hematological Conditions","ODSS",NA,NA,38,39.62,"First Third"
"Tent Heater Smoke","Hematological Conditions","OIF/OEF/OND",NA,NA,1,6.84,"First Third"
"Tent Heater Smoke","Hematological Conditions","OIF/OEF/OND",NA,NA,50,63.17,"First Third"
"Tent Heater Smoke","Hematological Conditions","OIF/OEF/OND",NA,NA,1,2.3,"Second Third"
"Tent Heater Smoke","Hematological Conditions","ODSS",NA,NA,19,32.38,"Second Third"
"Tent Heater Smoke","Hematological Conditions","ODSS",NA,NA,3,0.53,"First Third"
"Tent Heater Smoke","Immune System Disorders","OIF/OEF/OND",NA,NA,22,23.61,"First Third"
"Tent Heater Smoke","Immune System Disorders","OIF/OEF/OND",NA,NA,29,25.08,"Last Third"
"Tent Heater Smoke","Immune System Disorders","OIF/OEF/OND",NA,NA,27,27.95,"First Third"
"Tent Heater Smoke","Immune System Disorders","ODSS",NA,NA,12,16.35,"Second Third"
"Tent Heater Smoke","Immune System Disorders","OIF/OEF/OND",NA,NA,21,26.76,"First Third"
"Tent Heater Smoke","Immune System Disorders","OIF/OEF/OND",NA,NA,30,32.17,"Second Third"
"Tent Heater Smoke","Immune System Disorders","ODSS",NA,NA,12,14.93,"Last Third"
"Tent Heater Smoke","Immune System Disorders","OIF/OEF/OND",NA,NA,12,17.62,"Last Third"
"Tent Heater Smoke","Infectious Conditions","ODSS",NA,NA,31,37.46,"First Third"
"Tent Heater Smoke","Infectious Conditions","ODSS",NA,NA,21,21.58,"Second Third"
"Tent Heater Smoke","Infectious Conditions","ODSS",NA,NA,22,26.91,"Second Third"
"Tent Heater Smoke","Infectious Conditions","OIF/OEF/OND",NA,NA,17,13.56,"Last Third"
"Tent Heater Smoke","Infectious Conditions","ODSS",NA,NA,32,39.73,"Last Third"
"Tent Heater Smoke","Infectious Conditions","ODSS",NA,NA,23,31.17,"First Third"
"Tent Heater Smoke","Infectious Conditions","ODSS",NA,NA,15,23.54,"First Third"
"Tent Heater Smoke","Infectious Conditions","ODSS",NA,NA,14,18.99,"Last Third"
"Tent Heater Smoke","Musculoskeletal Conditions","ODSS",NA,NA,0,7.54,"Last Third"
"Tent Heater Smoke","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,51,51.92,"Last Third"
"Tent Heater Smoke","Musculoskeletal Conditions","ODSS",NA,NA,2,6.38,"First Third"
"Tent Heater Smoke","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,33,41.09,"Second Third"
"Tent Heater Smoke","Musculoskeletal Conditions","ODSS",NA,NA,8,13.33,"Last Third"
"Tent Heater Smoke","Musculoskeletal Conditions","ODSS",NA,NA,37,49.21,"Second Third"
"Tent Heater Smoke","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,2,2.36,"Second Third"
"Tent Heater Smoke","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,23,34.27,"First Third"
"Tent Heater Smoke","Neoplasms","OIF/OEF/OND",NA,NA,47,51.52,"Last Third"
"Tent Heater Smoke","Neoplasms","OIF/OEF/OND",NA,NA,7,10.25,"Second Third"
"Tent Heater Smoke","Neoplasms","ODSS",NA,NA,33,38.5,"Second Third"
"Tent Heater Smoke","Neoplasms","OIF/OEF/OND",NA,NA,1,4.22,"First Third"
"Tent Heater Smoke","Neoplasms","OIF/OEF/OND",NA,NA,38,56.17,"Second Third"
"Tent Heater Smoke","Neoplasms","ODSS",NA,NA,2,8.64,"Last Third"
"Tent Heater Smoke","Neoplasms","OIF/OEF/OND",NA,NA,27,23.65,"First Third"
"Tent Heater Smoke","Neoplasms","ODSS",NA,NA,1,10.15,"First Third"
"Tent Heater Smoke","Neurological Conditions","ODSS",NA,NA,7,13.16,"Last Third"
"Tent Heater Smoke","Neurological Conditions","OIF/OEF/OND",NA,NA,50,38.94,"First Third"
"Tent Heater Smoke","Neurological Conditions","ODSS",NA,NA,8,8.99,"First Third"
"Tent Heater Smoke","Neurological Conditions","ODSS",NA,NA,43,31.62,"Last Third"
"Tent Heater Smoke","Neurological Conditions","OIF/OEF/OND",NA,NA,10,16.56,"Second Third"
"Tent Heater Smoke","Neurological Conditions","OIF/OEF/OND",NA,NA,32,45.48,"Last Third"
"Tent Heater Smoke","Neurological Conditions","OIF/OEF/OND",NA,NA,0,2.78,"Last Third"
"Tent Heater Smoke","Neurological Conditions","ODSS",NA,NA,22,34.47,"Last Third"
"Tent Heater Smoke","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,54,51.53,"First Third"
"Tent Heater Smoke","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,1,2.78,"First Third"
"Tent Heater Smoke","Nutritional and Metabolic Diseases","ODSS",NA,NA,36,34.83,"Second Third"
"Tent Heater Smoke","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,47,65.93,"Second Third"
"Tent Heater Smoke","Nutritional and Metabolic Diseases","ODSS",NA,NA,1,0.32,"First Third"
"Tent Heater Smoke","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,24,34.46,"Second Third"
"Tent Heater Smoke","Psychiatric Conditions","OIF/OEF/OND",NA,NA,1,10.26,"Last Third"
"Tent Heater Smoke","Psychiatric Conditions","OIF/OEF/OND",NA,NA,45,47.99,"Second Third"
"Tent Heater Smoke","Psychiatric Conditions","OIF/OEF/OND",NA,NA,9,5.2,"Second Third"
"Tent Heater Smoke","Psychiatric Conditions","OIF/OEF/OND",NA,NA,40,33.37,"First Third"
"Tent Heater Smoke","Psychiatric Conditions","OIF/OEF/OND",NA,NA,6,9.93,"First Third"
"Tent Heater Smoke","Psychiatric Conditions","OIF/OEF/OND",NA,NA,40,57.57,"Second Third"
"Tent Heater Smoke","Psychiatric Conditions","ODSS",NA,NA,3,5.9,"Second Third"
"Tent Heater Smoke","Psychiatric Conditions","OIF/OEF/OND",NA,NA,26,33.2,"First Third"
"Tent Heater Smoke","Respiratory Conditions","OIF/OEF/OND",NA,NA,20,24.55,"Last Third"
"Tent Heater Smoke","Respiratory Conditions","ODSS",NA,NA,28,38.19,"Last Third"
"Tent Heater Smoke","Respiratory Conditions","OIF/OEF/OND",NA,NA,27,28.62,"Second Third"
"Tent Heater Smoke","Respiratory Conditions","OIF/OEF/OND",NA,NA,16,17.21,"Last Third"
"Tent Heater Smoke","Respiratory Conditions","ODSS",NA,NA,21,29.14,"Second Third"
"Tent Heater Smoke","Respiratory Conditions","OIF/OEF/OND",NA,NA,17,35.47,"First Third"
"Tent Heater Smoke","Respiratory Conditions","OIF/OEF/OND",NA,NA,15,15.97,"First Third"
"Tent Heater Smoke","Respiratory Conditions","ODSS",NA,NA,19,28.55,"First Third"
"Tent Heater Smoke","Sensory Organ Disease","OIF/OEF/OND",NA,NA,28,23.09,"Last Third"
"Tent Heater Smoke","Sensory Organ Disease","OIF/OEF/OND",NA,NA,24,24.44,"First Third"
"Tent Heater Smoke","Sensory Organ Disease","OIF/OEF/OND",NA,NA,17,16.55,"Second Third"
"Tent Heater Smoke","Sensory Organ Disease","ODSS",NA,NA,29,27.91,"Last Third"
"Tent Heater Smoke","Sensory Organ Disease","OIF/OEF/OND",NA,NA,29,30.37,"Second Third"
"Tent Heater Smoke","Sensory Organ Disease","OIF/OEF/OND",NA,NA,22,30.85,"Last Third"
"Tent Heater Smoke","Sensory Organ Disease","ODSS",NA,NA,8,17.75,"Second Third"
"Tent Heater Smoke","Sensory Organ Disease","ODSS",NA,NA,13,25.31,"Second Third"
"Tent Heater Smoke","Substance Abuse Disorders","ODSS",NA,NA,47,54.23,"Second Third"
"Tent Heater Smoke","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,8,2.47,"First Third"
"Tent Heater Smoke","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,35,29.11,"First Third"
"Tent Heater Smoke","Substance Abuse Disorders","ODSS",NA,NA,10,9.83,"Second Third"
"Tent Heater Smoke","Substance Abuse Disorders","ODSS",NA,NA,49,58.78,"Second Third"
"Tent Heater Smoke","Substance Abuse Disorders","ODSS",NA,NA,3,0.23,"Second Third"
"Tent Heater Smoke","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,17,19.28,"First Third"
"Tent Heater Smoke","Substance Abuse Disorders","ODSS",NA,NA,7,3.54,"Last Third"
"Vaccinations","Cardiovascular Conditions","ODSS",NA,NA,14,9.46,"First Third"
"Vaccinations","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,11,4.55,"First Third"
"Vaccinations","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,26,25.09,"Last Third"
"Vaccinations","Cardiovascular Conditions","ODSS",NA,NA,58,57.38,"First Third"
"Vaccinations","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,2,4.76,"First Third"
"Vaccinations","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,3,7.64,"First Third"
"Vaccinations","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,36,43.37,"Last Third"
"Vaccinations","Cardiovascular Conditions","ODSS",NA,NA,48,56.36,"First Third"
"Vaccinations","Chronic Multisymptom Disorder","ODSS",NA,NA,2,0.24,"Second Third"
"Vaccinations","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,10,9.06,"First Third"
"Vaccinations","Chronic Multisymptom Disorder","ODSS",NA,NA,47,47.77,"Second Third"
"Vaccinations","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,35,39.42,"Last Third"
"Vaccinations","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,3,0.44,"First Third"
"Vaccinations","Chronic Multisymptom Disorder","ODSS",NA,NA,4,3.55,"Second Third"
"Vaccinations","Chronic Multisymptom Disorder","ODSS",NA,NA,57,78.14,"Second Third"
"Vaccinations","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,14,17.56,"First Third"
